Gene,TCGA-AB-2828-03A-01T-0734-13,TCGA-AB-2808-03A-01T-0734-13,TCGA-AB-2826-03A-01T-0734-13,TCGA-AB-2833-03A-01T-0734-13,TCGA-AB-2806-03A-01T-0734-13,TCGA-AB-2854-03A-01T-0734-13,TCGA-AB-2807-03A-01T-0734-13,TCGA-AB-2805-03A-01T-0734-13,TCGA-AB-2950-03A-01T-0735-13,TCGA-AB-2810-03A-01T-0736-13,COUNT
EFNA4,0,0,0,0,0,0,0,0,0,0,0
P2RY11,0,0,0,0,0,0,0,0,0,0,0
CFLAR,0,0,0,0,0,0,0,0,0,0,0
GALNT11,0,0,0,0,0,0,0,0,0,0,0
XYLT2,0,0,0,0,0,0,0,0,0,0,0
OLA1,0,0,0,0,0,0,0,0,0,0,0
ARF4,0,0,0,0,0,0,0,0,0,0,0
DDX49,0,0,0,0,0,0,0,0,0,0,0
FCHO2,0,1,0,0,0,0,0,0,0,0,1
ARRDC4,0,0,0,0,0,0,0,0,0,0,0
RWDD2A,0,0,0,0,0,0,0,0,0,0,0
UBXN2B,0,0,0,0,0,0,0,0,0,0,0
SWT1,0,0,0,0,0,0,0,0,0,0,0
SGSM2,0,0,0,0,0,0,0,0,0,0,0
ARNTL,1,0,0,0,0,0,1,0,0,0,2
LENG1,0,0,0,0,1,0,0,0,0,0,1
HMCN1,1,1,0,0,0,0,0,0,0,0,2
MRPS18A,0,0,0,0,0,0,0,0,0,0,0
AMFR,0,0,1,0,0,0,0,0,0,0,1
NAT8,0,0,0,0,0,0,0,0,0,0,0
ADRA1D,0,0,0,0,0,0,0,0,0,0,0
IMMP1L,0,0,0,0,0,0,0,0,0,0,0
TTC12,0,0,0,0,0,0,0,0,0,0,0
NFYA,0,0,0,0,0,0,0,0,0,0,0
ZNF808,0,0,0,1,0,0,0,0,0,0,1
NDUFS3,0,0,0,0,0,0,0,0,0,0,0
UTS2,0,0,0,0,0,0,0,0,0,0,0
GBF1,0,0,0,0,0,0,0,0,0,0,0
ASB14,0,0,0,0,0,0,0,0,0,0,0
AMN,0,0,0,0,0,0,0,0,0,0,0
PDSS2,0,0,0,0,0,0,0,0,0,0,0
ITGB4,0,0,0,0,0,0,0,0,0,0,0
PPP2R3A,0,0,0,0,0,0,0,0,0,0,0
CLEC1A,0,0,0,0,0,0,0,0,0,0,0
GRID1,0,0,0,0,1,0,0,0,1,0,2
TMIGD2,0,0,0,0,0,0,0,0,0,0,0
SEMA4D,0,0,0,0,0,0,0,0,0,0,0
MAP3K11,0,0,0,1,0,0,0,0,0,0,1
SLC17A5,0,0,0,0,0,0,0,0,0,0,0
MANEAL,0,0,0,0,0,0,0,0,0,0,0
MCMDC2,0,0,0,0,0,0,0,0,0,0,0
LSMEM2,0,0,0,0,0,0,0,0,0,0,0
GAB1,0,0,0,0,0,0,0,0,0,0,0
PRTG,0,0,0,0,0,0,0,0,0,0,0
VPS13D,1,1,0,0,1,1,0,0,0,0,4
CRYGD,0,0,0,0,0,0,0,0,0,0,0
ERP27,0,0,0,0,0,0,0,0,0,0,0
LY6G6C,0,0,0,0,0,0,0,0,0,0,0
SLC36A3,0,0,0,0,0,0,0,0,0,0,0
PUS10,0,0,0,0,0,0,0,0,0,0,0
NHLRC2,0,0,0,0,0,0,0,0,0,0,0
GREB1L,0,0,0,0,0,0,0,0,0,0,0
SEC24B,0,0,0,0,0,0,0,0,0,0,0
SEMA6A,0,0,0,0,0,0,0,0,0,0,0
GOLM1,0,0,0,0,0,0,0,0,0,0,0
CBY1,0,0,0,0,0,0,0,0,0,0,0
L3MBTL4,1,0,0,0,0,0,0,0,1,0,2
CATSPERG,0,0,0,0,0,0,0,0,0,0,0
RAB30,0,0,0,0,0,0,0,0,0,0,0
GPS1,0,0,0,0,0,0,0,0,0,0,0
CPE,0,0,0,0,0,0,0,0,0,0,0
NEK9,0,1,0,0,0,0,0,0,0,0,1
MGAT4A,0,0,0,1,0,0,0,0,0,0,1
LRRC40,0,0,0,0,0,0,0,0,0,0,0
EHD1,0,0,0,0,0,0,0,0,0,0,0
MCAM,0,0,0,0,0,0,0,0,0,0,0
SGCB,0,0,0,0,0,0,0,0,0,0,0
KIF6,0,0,0,0,0,0,0,0,0,0,0
DNASE1L2,0,0,0,0,0,0,0,0,0,0,0
PPP1CC,0,0,0,0,0,0,0,0,0,0,0
SV2C,0,0,0,0,0,0,0,0,0,0,0
RFXANK,0,0,0,0,0,0,0,0,0,0,0
PCDH17,0,0,0,0,0,0,0,0,0,0,0
PLXDC2,0,0,0,0,0,0,0,0,0,0,0
FAM151A,1,0,0,0,0,0,0,0,0,0,1
FAM86C1,0,0,0,0,0,0,0,0,0,0,0
ANXA7,1,0,0,0,0,0,0,0,0,0,1
RELT,0,0,0,0,0,0,0,0,0,0,0
PRPF19,0,0,0,0,0,0,0,0,0,0,0
GPRIN1,0,0,1,0,0,0,0,0,0,0,1
ZBED3,0,0,0,0,0,0,0,0,0,0,0
CDH5,0,0,0,0,0,0,0,0,0,0,0
FXR2,0,0,0,0,0,0,0,0,0,0,0
MPP5,0,0,0,0,0,0,0,0,0,0,0
HFM1,0,0,0,0,0,0,0,0,0,0,0
AKR7A3,0,0,0,0,0,0,0,0,0,0,0
PTPRK,0,0,0,0,0,0,0,0,0,0,0
CACNA1H,0,0,0,0,0,0,0,0,0,0,0
SPATA12,0,0,0,0,0,0,0,0,0,0,0
TMEM236,0,0,0,0,0,0,0,0,0,0,0
ZFP69B,0,0,1,0,0,0,0,0,0,0,1
SLC5A6,0,0,0,0,0,0,0,1,0,0,1
MROH6,0,0,0,0,0,0,0,0,0,0,0
LIMK1,0,0,0,0,0,0,0,0,0,0,0
BMF,0,0,0,0,0,0,0,0,0,0,0
ESR1,0,0,0,0,0,0,0,0,0,0,0
SOCS3,0,0,0,0,0,0,0,0,0,0,0
ESCO2,0,0,0,0,0,0,0,0,0,0,0
GCA,0,0,0,0,0,0,0,0,0,0,0
MRPL9,1,0,0,0,0,0,0,0,0,0,1
INTS3,1,0,0,0,0,0,0,0,0,0,1
PCF11,0,1,0,0,1,0,0,0,0,0,2
TMEM59,0,0,0,0,0,0,0,0,0,0,0
AARS,0,0,0,0,1,0,0,0,0,0,1
CDCP1,0,0,0,0,0,0,0,0,0,0,0
KIAA0825,0,0,0,0,0,0,0,0,0,0,0
ADRA2A,0,0,0,0,0,0,0,0,0,0,0
TNFRSF14,0,0,0,0,0,0,0,0,0,0,0
PAPSS1,0,0,0,0,1,0,0,0,0,0,1
SEC22A,0,0,0,0,0,0,0,0,0,0,0
CCRL2,0,0,0,1,0,0,0,0,0,0,1
MAML2,0,0,0,0,0,0,0,0,0,0,0
UBN1,0,0,0,0,0,0,0,0,0,0,0
SLC25A19,0,0,0,0,0,0,0,0,0,0,0
FCER1G,0,0,0,0,0,0,0,0,0,0,0
RAD17,0,0,0,0,0,0,0,0,0,0,0
PIK3R2,0,0,0,0,0,0,0,0,0,0,0
ANKZF1,0,0,0,0,1,0,0,0,0,0,1
MRPS10,0,0,0,0,0,0,0,0,0,0,0
TMEM42,0,0,0,0,0,0,0,0,0,0,0
DAZAP2,0,0,0,0,0,0,0,0,0,0,0
NR2C2,0,1,0,0,0,0,0,0,0,0,1
SNX9,0,0,1,0,0,0,0,0,0,0,1
PLCXD2,0,0,0,0,0,0,1,0,0,0,1
PSMB4,0,0,0,0,0,0,0,0,0,0,0
PSMB2,0,0,0,0,0,0,0,0,0,0,0
UBR3,0,0,0,0,0,0,0,0,0,0,0
SMC1B,0,1,0,0,0,0,0,0,0,0,1
SOS1,0,0,0,0,0,0,0,0,0,0,0
GPAM,0,0,0,0,0,0,0,0,0,0,0
STARD10,0,0,0,0,0,0,0,0,0,0,0
TRAM1,0,0,0,0,0,0,0,0,0,0,0
DGKD,0,0,0,1,0,0,0,0,0,0,1
RPL37,0,0,0,0,0,0,0,0,0,0,0
MTFR1,0,0,0,0,0,0,0,0,0,0,0
H2AFJ,0,0,0,0,0,0,0,0,0,0,0
C4orf48,0,0,0,0,0,0,0,0,0,0,0
SOWAHA,0,0,0,0,0,0,0,0,0,0,0
YWHAB,0,0,0,0,0,0,0,0,0,0,0
ELF5,0,0,0,0,0,0,0,0,0,0,0
ENGASE,0,0,0,0,0,0,0,0,0,0,0
RNF123,0,0,0,0,0,0,0,0,0,0,0
NR1I3,0,0,0,0,0,0,0,0,0,0,0
MYCN,0,0,0,0,0,0,0,0,0,0,0
ZNF727,0,0,0,0,0,0,0,0,0,0,0
TNR,1,1,0,0,0,0,0,0,0,0,2
EXTL2,0,0,0,0,0,0,0,0,0,0,0
TMEM9,0,0,0,0,0,0,0,0,0,0,0
ZDHHC12,0,0,0,0,0,0,0,0,0,0,0
TMEM80,0,0,0,0,0,0,0,0,0,0,0
VEGFA,0,0,0,0,0,0,0,0,0,0,0
MXD4,0,0,0,0,0,0,0,0,0,0,0
CAMSAP3,0,0,0,0,0,0,0,0,0,0,0
TRMT11,0,0,0,0,0,0,0,0,0,0,0
RAB39B,0,0,1,0,0,0,0,0,0,0,1
NPTN,0,0,0,0,0,0,0,0,0,0,0
LAMB2,1,0,1,1,0,0,1,0,0,0,4
CLIC6,0,0,0,0,0,0,0,0,0,0,0
PSMB9,0,0,0,0,0,0,0,0,0,0,0
FBL,0,0,0,1,0,0,0,0,0,0,1
AP2S1,0,0,0,0,0,0,0,0,0,0,0
RBM12B,0,0,0,0,0,0,0,0,0,0,0
CD5,0,0,0,0,0,0,0,0,0,0,0
DCUN1D3,0,0,1,0,0,0,0,0,0,0,1
STYXL1,1,0,0,0,0,0,0,0,0,0,1
RGL4,0,0,0,0,0,0,0,0,0,0,0
RBM6,0,0,0,0,0,0,0,0,0,0,0
GJA5,0,0,0,0,0,0,0,0,0,0,0
ZNF202,0,0,0,0,0,0,0,0,0,0,0
SCPEP1,0,0,0,0,0,0,0,0,0,0,0
POLR2C,0,0,0,0,0,0,0,0,0,0,0
PQBP1,0,0,0,0,0,0,0,0,0,0,0
LRPAP1,0,0,0,0,0,0,0,0,0,0,0
TNIP3,0,0,0,0,0,0,0,0,0,0,0
STARD13,1,0,0,1,0,1,0,0,0,0,3
CD33,0,0,0,0,0,0,0,0,0,0,0
SOD1,0,0,0,0,0,0,0,0,0,0,0
TMEM41A,0,0,0,0,0,0,0,0,0,0,0
CHDH,0,0,0,0,0,0,0,0,0,0,0
TMEM245,0,0,0,0,0,0,0,0,0,0,0
THAP6,0,0,0,0,0,0,0,0,0,0,0
BTBD11,0,0,0,0,0,0,0,0,0,0,0
KCNAB3,0,0,0,0,0,0,0,0,0,0,0
MED31,0,0,0,0,0,0,0,0,0,0,0
RUNX2,0,0,0,0,0,0,0,0,0,0,0
YTHDF2,0,0,0,0,0,0,0,0,0,0,0
C12orf45,0,0,0,0,0,0,0,0,0,0,0
RIPK1,0,1,0,0,0,0,0,0,0,0,1
NOS1AP,0,0,0,1,1,0,0,0,0,0,2
HSPA12A,0,0,0,0,0,0,0,0,0,0,0
ZNF485,0,0,0,0,0,0,0,0,0,0,0
CCDC17,0,0,0,0,0,0,0,0,0,0,0
ZNF155,0,1,1,0,0,0,0,0,0,0,2
BIRC5,0,0,0,0,0,0,0,0,0,0,0
SPCS2,0,0,0,0,0,0,0,0,0,0,0
TCF20,0,1,0,0,0,0,0,0,0,0,1
SCIMP,0,0,0,0,0,0,0,0,0,0,0
PPP1R11,0,0,0,0,0,0,0,0,0,0,0
MUC20,0,0,0,0,0,0,0,0,0,0,0
CST6,0,0,0,0,1,0,0,0,0,0,1
METTL3,0,0,0,0,0,0,0,0,0,0,0
HPR,0,0,0,0,0,0,0,0,0,0,0
ALAD,0,0,0,0,0,0,0,0,0,0,0
ALS2,0,0,1,0,0,0,0,0,0,0,1
DNAJB12,0,0,0,0,0,0,0,0,0,0,0
GDAP1,0,0,0,0,0,0,0,0,0,0,0
BYSL,0,0,0,0,0,0,0,0,0,0,0
NRXN1,0,0,0,0,1,0,0,0,0,0,1
NMI,0,0,0,0,0,0,0,0,0,0,0
PCSK1,0,0,0,0,0,0,0,0,0,0,0
ZNF85,0,0,0,0,0,0,0,0,0,0,0
C1orf162,0,0,1,0,0,0,0,0,0,0,1
FAM83G,0,0,0,0,0,0,0,0,0,0,0
RAB35,0,0,0,0,0,0,0,0,0,0,0
PTGS1,0,0,0,0,0,0,0,0,0,0,0
PDE6G,0,0,0,0,0,0,0,0,0,0,0
EIF2B2,0,0,0,0,0,0,0,0,0,0,0
FTH1,0,0,0,0,0,0,0,0,0,0,0
MRPS11,0,0,0,0,0,0,0,0,0,0,0
TC2N,0,0,0,1,0,0,0,0,0,0,1
SPACA4,0,0,0,0,0,0,0,0,0,0,0
MTMR12,0,0,0,0,0,0,0,0,0,0,0
KCNQ4,0,0,0,0,0,0,0,0,0,0,0
SLMAP,0,0,1,0,0,0,0,0,0,0,1
FAM120AOS,0,0,0,0,0,0,0,0,0,0,0
JAGN1,1,0,0,0,0,0,0,0,0,0,1
RAG1,0,0,0,0,0,0,0,0,0,0,0
TMEM256,0,0,0,0,0,0,0,0,0,0,0
CDH23,0,0,1,1,0,0,0,0,0,0,2
UQCRH,0,0,0,0,0,0,0,0,0,0,0
SIRPA,0,0,0,0,0,0,0,0,0,0,0
WDYHV1,0,0,0,0,0,0,0,0,0,0,0
GNG13,0,0,0,0,0,0,0,0,0,0,0
E2F8,0,0,1,0,0,0,0,0,0,0,1
VPS51,0,0,0,0,0,0,0,0,0,0,0
EAF1,0,0,0,0,0,0,0,0,0,0,0
ATP8B2,1,0,0,1,0,0,0,0,0,0,2
ARL5B,0,0,0,0,0,0,0,0,0,0,0
ABI3,0,0,0,0,0,0,0,0,0,0,0
TXNL4B,0,0,0,0,0,0,0,0,0,0,0
SLFN13,0,0,0,0,0,0,0,0,0,0,0
CTSG,0,0,0,0,0,0,0,0,0,0,0
MRPL52,0,0,0,0,0,0,0,0,0,0,0
MAPK3,0,0,0,0,0,0,0,0,0,0,0
NDST1,0,0,0,0,0,0,0,0,0,0,0
APH1B,0,1,0,0,0,0,0,0,0,0,1
LSM12,0,0,0,0,0,0,0,0,0,0,0
FLVCR2,0,1,1,0,0,0,0,0,0,0,2
PKN3,0,1,0,0,0,0,0,0,0,0,1
TRAFD1,0,0,0,0,0,0,0,0,0,0,0
ASF1A,0,0,0,0,0,0,0,0,0,0,0
HNRNPA0,0,0,0,0,0,0,0,0,0,0,0
BTBD6,0,0,0,0,0,0,0,0,0,0,0
PPP2R5A,0,0,0,0,0,0,0,0,0,0,0
EVI2A,0,0,0,0,0,0,0,0,0,0,0
LTF,0,0,0,0,1,0,0,0,0,0,1
ZKSCAN5,0,1,0,0,0,0,0,0,0,0,1
TSPAN31,0,0,0,0,0,0,0,0,0,0,0
CREB5,0,0,0,0,0,0,0,0,0,0,0
LAPTM4B,0,0,0,0,0,0,0,0,0,0,0
ACVR2A,0,0,0,0,0,0,0,0,0,0,0
TMEM258,0,0,0,0,0,0,0,0,0,0,0
ZSCAN20,0,1,0,0,0,0,0,0,0,0,1
ITPKA,0,0,0,0,0,0,0,0,0,0,0
CLDN12,0,0,0,0,0,0,0,0,0,0,0
RAET1E,0,0,0,0,0,0,0,0,0,0,0
MAFK,0,0,0,0,0,0,0,0,0,0,0
KCTD18,0,0,0,0,0,0,0,0,0,0,0
UBXN11,0,0,0,0,0,0,0,0,0,0,0
SRBD1,0,0,0,0,0,0,0,0,0,0,0
CREBL2,0,0,0,0,0,0,0,0,0,0,0
MPPED2,0,0,0,0,0,0,0,0,0,0,0
SEC14L5,0,0,0,0,0,0,0,0,0,0,0
MDC1,0,1,0,1,1,0,0,0,0,0,3
PCDH1,0,0,0,0,0,0,0,0,0,0,0
PFN2,0,0,0,0,0,0,0,0,0,0,0
IL15,0,0,0,0,0,0,0,0,0,0,0
USHBP1,0,1,0,0,0,0,0,0,0,0,1
DNAH3,0,1,1,0,0,0,0,0,0,0,2
KLHDC3,0,0,0,0,0,0,0,0,0,0,0
DPH1,0,0,0,0,0,0,0,0,0,0,0
GOLGA7,0,0,0,0,0,0,0,0,0,0,0
TCFL5,0,1,0,0,0,0,0,0,0,0,1
SLC25A5,0,0,0,0,0,0,0,0,0,0,0
HRNR,0,0,0,0,1,0,0,0,0,0,1
ST8SIA5,0,0,0,0,0,0,0,0,0,0,0
ZNF224,0,1,0,0,0,0,0,0,0,0,1
ABHD4,0,0,0,0,0,0,0,0,0,0,0
GK5,0,0,0,0,0,0,0,0,0,0,0
GOLT1B,0,0,0,0,0,0,0,0,0,0,0
GRIN2A,0,0,0,0,0,0,0,0,0,0,0
NUP50,0,0,1,0,0,0,0,0,0,0,1
TUSC3,1,0,0,0,0,0,0,0,0,0,1
GNAQ,0,0,0,0,0,0,0,0,0,0,0
USP36,0,1,0,0,0,0,0,0,0,0,1
PRRC1,0,0,0,0,0,0,0,0,0,0,0
DNAJA1,0,0,0,0,0,0,0,0,0,0,0
SYNGR4,0,0,0,0,0,0,0,0,0,0,0
CUL7,0,0,0,0,0,0,0,0,0,0,0
NEMF,0,0,0,0,0,0,0,0,0,0,0
PGAP1,0,0,0,0,0,0,0,0,0,0,0
MDM4,0,0,0,0,0,0,0,0,0,0,0
FAM153A,0,0,0,0,0,0,0,0,0,0,0
MARCKS,0,0,0,0,0,0,0,0,0,0,0
CHD6,1,0,0,0,1,1,0,0,0,0,3
BCL7B,0,0,0,0,0,0,0,0,0,0,0
MS4A7,0,0,0,0,0,0,0,0,0,0,0
COL1A1,1,0,0,0,1,0,0,0,0,0,2
MYOF,0,1,1,1,0,0,0,0,0,0,3
PARS2,1,0,0,0,0,0,0,0,0,0,1
SHE,0,0,0,0,0,0,0,0,0,0,0
SLC14A2,1,1,0,0,0,0,0,0,0,0,2
CDK9,0,0,0,0,0,0,0,0,0,0,0
NTNG1,0,0,0,0,0,0,0,0,0,0,0
TSPAN7,0,0,0,0,0,0,0,0,0,0,0
AACS,0,0,0,1,0,0,0,0,0,0,1
PPWD1,0,0,0,0,0,0,0,0,0,0,0
STON2,0,1,0,0,0,0,0,0,0,0,1
SLC47A1,0,1,0,0,0,0,0,0,0,0,1
H2AFY2,0,0,0,0,0,0,0,0,0,0,0
UCHL5,0,0,0,0,0,0,0,0,0,0,0
UBXN4,0,0,0,0,0,0,0,0,0,0,0
DHRS7B,1,0,0,0,0,0,0,0,0,0,1
CCDC43,0,0,0,0,0,0,0,0,0,0,0
GSDMA,0,0,0,0,0,0,0,0,0,0,0
MSH5,0,0,0,0,0,0,1,0,0,0,1
TAF4,0,0,0,0,0,0,0,0,0,0,0
DOCK4,0,0,0,0,0,0,0,0,0,0,0
RNF146,0,0,0,0,0,0,0,0,0,0,0
TIMM44,0,0,0,0,0,0,0,0,0,0,0
RNPS1,0,0,0,0,0,0,0,0,0,0,0
ABHD12,0,0,0,0,0,0,0,0,0,0,0
STAT1,0,0,0,0,0,0,0,0,0,0,0
IL23R,0,0,0,0,0,0,0,0,0,0,0
PLA2G12A,0,0,0,0,0,0,0,0,0,0,0
THBS4,0,1,0,0,0,0,0,0,0,0,1
ZNF75A,0,0,0,0,0,0,0,0,0,0,0
COL4A5,1,0,0,0,1,0,0,0,0,0,2
INO80C,0,0,0,0,0,0,0,0,0,0,0
TRIM56,0,0,0,0,0,0,0,0,0,0,0
TRMT12,0,0,0,0,0,0,0,0,0,0,0
RPS9,1,0,0,0,0,0,0,0,0,0,1
RADIL,0,0,0,0,0,0,0,0,0,0,0
DPAGT1,0,0,0,0,0,0,0,0,0,0,0
TMED7,0,0,0,0,0,0,0,0,0,0,0
DET1,0,0,0,0,0,0,0,0,0,0,0
PHF5A,0,0,0,0,0,0,0,0,0,0,0
RAB18,0,0,0,0,0,0,0,0,0,0,0
ZNF559,0,0,0,0,0,0,0,0,0,0,0
CHL1,0,0,0,0,0,1,0,0,0,0,1
DOK1,0,0,0,0,0,0,0,0,0,0,0
FAAH,0,0,0,0,0,0,0,0,0,0,0
IFIT3,0,1,0,1,0,0,0,0,0,0,2
CPM,1,0,0,0,0,0,0,0,0,0,1
FASTKD1,0,0,0,0,0,0,0,0,0,0,0
ABCG8,0,0,0,0,0,0,0,0,0,0,0
RALBP1,0,0,0,0,0,0,0,0,0,0,0
FAM193B,0,0,0,0,0,0,0,0,0,0,0
NR1D1,0,0,1,0,0,0,0,0,0,0,1
SNRPD3,0,0,0,0,0,0,0,0,0,0,0
DHPS,1,0,0,0,0,0,0,0,0,0,1
PWWP2B,0,0,0,0,0,0,0,0,0,0,0
PIK3AP1,0,0,0,0,0,0,0,0,0,0,0
TPI1,0,0,0,0,0,0,0,0,0,0,0
FKBP2,0,0,0,0,0,0,0,0,0,0,0
TSC2,0,0,0,0,0,0,0,0,0,0,0
SHPK,0,0,0,0,0,0,0,0,0,0,0
SLIT2,1,0,0,0,0,0,0,0,0,0,1
TM9SF1,0,0,0,0,0,0,0,0,0,0,0
DNAJC17,0,0,0,0,0,0,0,0,0,0,0
CTCFL,0,0,0,0,0,0,0,0,0,0,0
TBXA2R,0,0,0,0,0,0,0,0,0,0,0
MAPKAP1,0,0,0,0,0,0,0,0,0,0,0
ZMYND10,0,0,0,0,0,0,0,0,0,0,0
C19orf73,0,0,0,0,0,0,0,0,0,0,0
NELL2,0,0,0,0,0,0,0,0,0,0,0
KCNAB2,0,0,0,0,0,0,0,0,0,0,0
AP1S1,0,0,0,0,0,0,0,0,0,0,0
ACP6,0,0,0,0,0,0,0,0,0,0,0
ANKRD13A,0,0,0,0,0,0,0,0,0,0,0
RNF144B,0,0,0,0,0,1,0,0,0,0,1
LARP4,0,0,0,0,1,0,0,0,0,0,1
CREBRF,0,1,0,0,0,0,0,0,0,0,1
LDLR,0,0,0,0,0,0,0,0,0,0,0
EIF3A,0,0,0,0,0,0,0,0,0,0,0
TRPC6,0,0,0,0,0,0,0,0,0,0,0
JOSD1,0,0,0,0,0,0,0,0,0,0,0
NXPH3,0,0,0,0,1,0,0,0,0,0,1
RHBDL3,0,0,0,0,0,0,0,0,0,0,0
SPRY4,0,0,0,0,0,0,0,0,0,0,0
PPP3CA,0,0,0,0,0,0,0,0,0,0,0
SHISA3,0,0,0,0,0,0,0,0,0,0,0
SMG5,0,0,1,0,0,0,0,0,0,0,1
SLC4A2,0,0,0,0,0,0,0,0,0,0,0
ANKRD53,0,0,0,0,0,0,0,0,0,0,0
GABPB1,0,0,0,0,0,0,0,0,0,0,0
PI3,0,0,0,0,0,0,0,0,0,0,0
ZNF296,0,0,0,0,0,0,0,0,0,0,0
CPEB4,0,1,0,0,0,0,0,0,0,0,1
STAC,0,0,0,0,0,0,0,0,0,0,0
AGGF1,0,0,0,0,1,0,0,0,0,0,1
CRYM,0,0,0,0,0,0,0,0,0,0,0
CD79B,0,0,0,0,0,0,0,0,0,0,0
RTN4IP1,0,0,0,0,0,0,0,0,0,0,0
GPR61,0,0,0,0,0,0,0,0,0,0,0
OVOL1,0,0,0,0,0,0,0,0,0,0,0
JPH1,0,1,0,0,0,0,0,0,0,0,1
ABHD10,0,0,0,0,0,0,0,0,0,0,0
STBD1,0,0,0,0,0,0,0,0,0,0,0
LRRC8E,0,0,0,0,0,0,0,0,0,0,0
CD8B,0,0,0,0,0,0,0,0,0,0,0
TFDP2,0,0,0,0,0,0,0,0,0,0,0
UVSSA,0,0,0,0,0,0,0,0,0,0,0
PLEKHF1,0,0,0,0,0,0,0,0,0,0,0
STOX2,0,0,0,1,0,0,0,0,0,0,1
HECTD1,0,0,0,0,0,0,0,0,0,0,0
SERPINF1,0,0,0,0,0,0,0,0,0,0,0
CAPN15,0,0,0,0,0,0,0,0,0,0,0
SLC4A10,1,0,0,0,0,0,0,0,0,0,1
NDUFAF1,0,0,0,0,0,0,0,0,0,0,0
MAP3K4,1,0,1,0,0,0,0,0,0,0,2
DAPK3,0,0,0,0,0,0,0,0,0,0,0
PLP1,1,0,1,1,1,0,0,0,0,0,4
TSG101,0,0,0,0,0,0,0,0,0,0,0
UQCRFS1,0,0,0,0,0,0,0,0,0,0,0
SPTLC3,1,0,0,1,0,0,0,0,0,0,2
RASSF6,0,0,0,0,0,0,0,0,0,0,0
TP53INP1,0,1,0,1,0,0,0,0,0,0,2
OAS1,0,1,0,0,0,0,0,0,0,0,1
EPRS,0,0,0,0,0,0,0,0,0,0,0
FAM222B,0,0,0,0,0,0,0,0,0,0,0
FOCAD,0,1,0,0,1,0,0,0,0,0,2
SNCG,0,0,0,0,0,0,0,0,0,0,0
PPFIA1,0,0,0,0,0,0,0,0,0,0,0
SIAE,0,0,0,0,0,0,0,0,0,0,0
SBF2,0,0,0,1,0,0,0,0,0,0,1
HOXB2,0,0,0,0,0,0,0,0,0,0,0
TMEM70,0,0,0,0,0,0,0,0,0,0,0
KIAA0586,0,0,0,0,0,0,0,0,0,0,0
STEAP1,0,1,0,0,0,0,0,0,0,0,1
AHDC1,0,0,0,0,0,0,0,0,0,0,0
OTX1,0,0,0,0,0,0,0,0,0,0,0
PRMT1,0,0,0,0,0,0,0,0,0,0,0
SARS,0,0,0,1,0,0,0,0,0,0,1
SAMD3,0,0,0,0,0,0,0,0,0,0,0
MYO5C,0,0,0,0,1,0,0,0,0,0,1
REEP3,0,0,0,0,0,0,0,1,0,0,1
PARD6A,0,0,0,0,0,0,0,0,0,0,0
METTL9,0,0,0,0,0,0,0,0,0,0,0
ECM1,0,0,0,0,0,0,0,0,0,0,0
USH2A,0,1,0,0,0,0,1,0,0,0,2
TESPA1,0,0,0,0,0,0,0,0,0,0,0
RDH5,0,0,0,0,0,0,0,0,0,0,0
ID3,0,0,0,0,0,0,0,0,0,0,0
CEP350,0,1,0,1,0,0,0,0,0,0,2
ZDHHC16,0,0,0,0,0,1,0,0,0,0,1
BMP4,0,0,0,0,0,0,0,0,0,0,0
GULP1,0,0,0,0,0,0,0,0,0,0,0
LRRC42,0,0,0,0,0,0,0,0,0,0,0
GGT1,0,0,0,0,0,0,0,0,0,0,0
PHLDB2,0,1,0,0,0,0,0,0,0,0,1
ZFPL1,0,0,0,0,0,0,0,0,0,0,0
POU2F2,0,0,0,0,0,0,1,0,0,0,1
MRPL3,0,0,0,0,0,0,0,0,0,0,0
TCP10L,0,0,0,0,0,0,0,0,0,0,0
TPPP,0,0,0,0,0,0,0,0,0,0,0
TAOK2,0,0,0,0,0,0,0,0,0,0,0
LYVE1,0,0,0,0,0,0,0,0,0,0,0
CABIN1,0,0,0,0,0,0,0,0,0,0,0
STARD3,0,0,0,0,0,0,0,0,0,0,0
NACA2,0,1,1,0,0,0,0,0,0,0,2
RND3,0,0,0,0,0,0,0,0,0,0,0
TMEM255B,0,0,0,0,0,0,0,0,0,0,0
SENP6,0,0,0,0,0,0,0,0,0,0,0
NSMAF,1,0,0,0,0,0,0,0,0,0,1
SMOC1,0,0,0,0,0,0,0,0,0,0,0
NDUFS6,0,0,0,0,0,0,0,0,0,0,0
RNF32,0,0,0,0,0,0,0,0,0,0,0
FAM3C,0,0,0,0,0,0,0,0,0,0,0
GPR143,0,0,0,0,0,0,0,0,0,0,0
TOR4A,0,0,0,0,0,0,0,0,0,0,0
CIZ1,0,0,0,0,0,0,0,0,0,0,0
NCSTN,0,0,0,0,0,0,0,0,0,0,0
ADAT2,0,0,0,0,0,0,0,0,0,0,0
HMG20B,0,0,0,0,0,0,0,0,0,0,0
MCM3AP,0,0,0,0,0,0,0,0,0,0,0
ZSCAN5A,0,0,0,0,0,0,0,0,0,0,0
BACE2,0,0,0,0,0,0,0,0,0,0,0
LTN1,0,0,0,0,0,0,0,0,0,0,0
MYBPH,0,0,0,0,0,0,0,0,0,0,0
PRDM12,0,0,0,0,0,0,0,0,0,0,0
TLE6,0,0,0,0,0,0,0,0,0,0,0
ALDH8A1,0,0,0,0,0,0,0,0,0,0,0
